date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:44:54,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,sphere,3,10000,random,5,0.128552,0.0257104,0.0257204,0.000152542,1,0.025623,908,0,40,dynamic,732400,912763,633826
2025-07-09-14:44:54,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,cube,0.5,10000,random,5,0.0188559,0.00377118,0.00373812,6.40339e-05,1,0.00600598,28,0,40,dynamic,128374,151410,105654
2025-07-09-14:44:54,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,cube,1,10000,random,5,0.0377993,0.00755987,0.00757137,6.91887e-05,1,0.00746974,120,0,40,dynamic,230750,287947,202775
2025-07-09-14:44:55,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,cube,2,10000,random,5,0.0850616,0.0170123,0.0170114,7.19048e-05,1,0.016848,541,0,40,dynamic,494519,605455,432795
2025-07-09-14:44:55,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,cube,3,10000,random,5,0.143096,0.0286192,0.028684,0.000169187,1,0.0284573,1336,0,40,dynamic,844736,1033057,725398
2025-07-09-14:45:01,PCLOctree,Point,MortonEncoder3D,12219779,neighborsPCLOct,sphere,0.5,10000,random,5,0.021175,0.00423501,0.00400663,0.000492144,1,0.00609017,14,0,40,dynamic,47213,49658,41259
2025-07-09-14:45:01,PCLOctree,Point,MortonEncoder3D,12219779,neighborsPCLOct,sphere,1,10000,random,5,0.0593491,0.0118698,0.0118348,0.000147723,1,0.0117282,77,0,40,dynamic,166955,197711,179687
2025-07-09-14:45:01,PCLOctree,Point,MortonEncoder3D,12219779,neighborsPCLOct,sphere,2,10000,random,5,0.205833,0.0411666,0.0411751,0.000172611,1,0.0406386,365,0,40,dynamic,620259,662801,616412
2025-07-09-14:45:01,PCLOctree,Point,MortonEncoder3D,12219779,neighborsPCLOct,sphere,3,10000,random,5,0.442321,0.0884642,0.0882774,0.000571317,1,0.0878343,893,0,40,dynamic,1399920,1470466,1301474
2025-07-09-14:45:10,PCLKDTree,Point,MortonEncoder3D,12219779,neighborsPCLKD,sphere,0.5,10000,random,5,0.0123082,0.00246164,0.00240347,8.19535e-05,1,0.00335451,13,0,40,dynamic,33158,28057,18651
2025-07-09-14:45:10,PCLKDTree,Point,MortonEncoder3D,12219779,neighborsPCLKD,sphere,1,10000,random,5,0.0238947,0.00477895,0.00476438,3.2639e-05,1,0.00472761,77,0,40,dynamic,71337,61242,44822
